,names,descriptions,titles,research,links,gs_names,affiliation,scholar_id,cited_by,url_pic,email_domain,nsf_id,score
56,"Ginn, Herbert L.",Professor,Faculty,"['SwearingenRoom 3A30 301 Main Street Columbia , SC 29208University of South CarolinaMississippi State University']","['https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2003/nsf03511/nsf03511.htm', 'https://www.nsf.gov/pubs/2012/nsf12614/nsf12614.htm', 'https://www.nsf.gov/pubs/2013/nsf13558/nsf13558.htm', 'https://www.nsf.gov/pubs/2019/nsf19575/nsf19575.htm', 'https://www.nsf.gov/pubs/2019/nsf19520/nsf19520.htm', 'https://www.nsf.gov/pubs/2013/nsf13599/nsf13599.htm', 'https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm', 'https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm']",,,,,,,"['nsf02189', 'nsf03511', 'nsf12614', 'nsf13558', 'nsf19575', 'nsf19520', 'nsf13599', 'nsf07598', 'nsf06587']","[0.7933046817779541, 0.7412593364715576, 0.7347874641418457, 0.7317168712615967, 0.7299707531929016, 0.7230923175811768, 0.7230923175811768, 0.7205278873443604, 0.7185408473014832]"
57,"Giurgiutiu (Jurjutzu), Victor","Professor, Mechanical Engineering",Faculty,"['Dr . Giurgiutiu s research interests span active materials , smart structures , structural health monitoring , mechatronics , and other multi physics applied mechanics topics . Dr . Giurgiutiu has published several books and book chapters and many journal articles and conference papers . He is Fellow of the Royal Aeronautical Society RAeS and of the American Society of Mechanical Engineers ASME . He is Associate Editor of the Aeronautical Journal of RAeS .']","['https://www.nsf.gov/pubs/2005/nsf05616/nsf05616.htm', 'https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm', 'https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm', 'https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.htm', 'https://www.nsf.gov/pubs/2018/nsf18500/nsf18500.htm', 'https://www.nsf.gov/pubs/2020/nsf20582/nsf20582.htm', 'https://www.nsf.gov/pubs/2015/nsf15522/nsf15522.htm', 'https://www.nsf.gov/pubs/2015/nsf15608/nsf15608.htm', 'https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm', 'https://www.nsf.gov/pubs/2016/nsf16613/nsf16613.htm']",,,,,,,"['nsf05616', 'nsf19509', 'nsf20500', 'nsf16596', 'nsf18500', 'nsf20582', 'nsf15522', 'nsf15608', 'nsf14591', 'nsf16613']","[0.8604176640510559, 0.8583722114562988, 0.858354926109314, 0.8495350480079651, 0.8466053605079651, 0.8466053605079651, 0.835969090461731, 0.8342156410217285, 0.8341752290725708, 0.8334327936172485]"
58,"Glenn Jr., Odell",Instructor,Faculty,"['Fundamental Aspects of a Novel Technology for Abatement of Allergenic Proteins involved the development of an approach to potentially reduce the potency of asthma triggers produced in an indoor environment . Allergens are bound to dry dust particles in a home . The effectiveness of using dry ice , essential oils with CO2 through CFD modeling and an ELISA assay was investigated . My present passion is S . T . E . M education along with engineering education research . Investigating new and unique ways to teach undergraduates core fundamentals is key to both myself as an educator and to the student .']","['https://www.nsf.gov/pubs/2012/nsf12549/nsf12549.htm', 'https://www.nsf.gov/pubs/2003/nsf03597/nsf03597.htm', 'https://www.nsf.gov/pubs/2020/nsf20541/nsf20541.htm', 'https://www.nsf.gov/pubs/2020/nsf20517/nsf20517.htm', 'https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm', 'https://www.nsf.gov/pubs/2010/nsf10533/nsf10533.htm', 'https://www.nsf.gov/pubs/2003/nsf03580/nsf03580.htm', 'https://www.nsf.gov/pubs/2020/nsf20513/nsf20513.htm', 'https://www.nsf.gov/pubs/2007/nsf07590/nsf07590.htm', 'https://www.nsf.gov/pubs/2005/nsf05547/nsf05547.htm']",,,,,,,"['nsf12549', 'nsf03597', 'nsf20541', 'nsf20517', 'nsf21527', 'nsf10533', 'nsf03580', 'nsf20513', 'nsf07590', 'nsf05547']","[0.726026177406311, 0.7222181558609009, 0.71821129322052, 0.7179406881332397, 0.717435359954834, 0.7128955125808716, 0.7096352577209473, 0.7082579731941223, 0.7079025506973267, 0.70378577709198]"
59,"Goharian, Erfan",Assistant Professor,Faculty,"['Integrated Water Resources Management, System Analysis, Hydroinformatics']","['https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm', 'https://www.nsf.gov/pubs/2015/nsf15558/nsf15558.htm', 'https://www.nsf.gov/pubs/2009/nsf09538/nsf09538.htm', 'https://www.nsf.gov/pubs/2013/nsf13531/nsf13531.htm', 'https://www.nsf.gov/pubs/2020/nsf20560/nsf20560.htm', 'https://www.nsf.gov/pubs/2010/nsf10612/nsf10612.htm', 'https://www.nsf.gov/pubs/2006/nsf06588/nsf06588.htm', 'https://www.nsf.gov/pubs/2017/nsf17530/nsf17530.htm', 'https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm', 'https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm']",Erfan Goharian,"Assistant Professor, Civil and Environmental Engineering, University of South Carolina",JjCXBEkAAAAJ,678,https://scholar.google.com/citations?view_op=medium_photo&user=JjCXBEkAAAAJ,@cec.sc.edu,"['nsf06545', 'nsf15558', 'nsf09538', 'nsf13531', 'nsf20560', 'nsf10612', 'nsf06588', 'nsf17530', 'nsf06587', 'nsf07598']","[0.8653228282928467, 0.859255850315094, 0.8533203601837158, 0.8511449098587036, 0.8504682183265686, 0.8294731378555298, 0.8218206167221069, 0.8107467889785767, 0.8086670637130737, 0.8086670637130737]"
60,"Gower, R. Michael","Assistant Professor, Chemical Engineering, Biomedical Engineering",Faculty,"['immunoengineering, Biomaterials']","['https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2008/nsf08513/nsf08513.htm', 'https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm', 'https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm', 'https://www.nsf.gov/pubs/2020/nsf20541/nsf20541.htm', 'https://www.nsf.gov/pubs/2012/nsf12598/nsf12598.htm', 'https://www.nsf.gov/pubs/2008/nsf08566/nsf08566.htm']",Robert Michael Gower,"Assistant Professor of Chemical Engineering, University of South Carolina",p8feWNsAAAAJ,1170,https://scholar.google.com/citations?view_op=medium_photo&user=p8feWNsAAAAJ,@mailbox.sc.edu,"['nsf06566', 'nsf03560', 'nsf05611', 'nsf08513', 'nsf07556', 'nsf10525', 'nsf20541', 'nsf12598', 'nsf08566']","[0.7504168152809143, 0.7466667294502258, 0.7319743633270264, 0.7194466590881348, 0.7189143300056458, 0.7170324325561523, 0.7146341800689697, 0.7124477624893188, 0.7044267058372498]"
61,"Gray, Joshua",Instructor,Faculty,"['Experienced engineer with a diverse background ranging from educational instruction and mentoring roles , extensive experience in research and development environments , entrepreneurial start ups and community based non profit social work . Educational roles range from experience as a teaching assistant in graduate school chemical engineering laboratories , serving as a mentor and thesis committee member as an adjunct professor while working in the national laboratory system , and serving as a laboratory manager and instructor in the chemistry department at a state supported liberal arts university . R D experience primarily involves the application of electrochemical engineering to localized corrosion and sustainable energy applications . I have worked in such areas as materials compatibility and corrosion susceptibility of high temperature heat transfer fluids for solar energy , hydrogen storage and fuel cell applications , the development of alternative separations processes for used nuclear fuel , and battery component research and characterization . I participated in several start ups in the areas of fuel cell and hydrogen storage technologies , and am currently a co founder of a 501 c 3 nonprofit in the area of recovery from substance use disorder .']","['https://www.nsf.gov/pubs/2003/nsf03525/nsf03525.htm', 'https://www.nsf.gov/pubs/2010/nsf10533/nsf10533.htm', 'https://www.nsf.gov/pubs/2003/nsf03527/nsf03527.htm', 'https://www.nsf.gov/pubs/2013/nsf13500/nsf13500.htm', 'https://www.nsf.gov/pubs/2002/nsf02188/nsf02188.htm', 'https://www.nsf.gov/pubs/2004/nsf04570/nsf04570.htm', 'https://www.nsf.gov/pubs/2015/nsf15506/nsf15506.htm', 'https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2018/nsf18556/nsf18556.htm', 'https://www.nsf.gov/pubs/2018/nsf18541/nsf18541.htm']",,,,,,,"['nsf03525', 'nsf10533', 'nsf03527', 'nsf13500', 'nsf02188', 'nsf04570', 'nsf15506', 'nsf03560', 'nsf18556', 'nsf18541']","[0.807208776473999, 0.8061692714691162, 0.8034897446632385, 0.8017054796218872, 0.7989550828933716, 0.7957505583763123, 0.7952553629875183, 0.7939946055412292, 0.7936379909515381, 0.792197585105896]"
62,"Gross, Andrew J.",Assistant Professor,Faculty,"['Dr . Gross research interests center on the mechanical properties of materials . This includes the design , fabrication , and characterization of architected materials , especially those with nanoscale constituents as well as the use of full field experimental data for the calibration of material models .']","['https://www.nsf.gov/pubs/2016/nsf16596/nsf16596.htm', 'https://www.nsf.gov/pubs/2015/nsf15608/nsf15608.htm', 'https://www.nsf.gov/pubs/2014/nsf14591/nsf14591.htm', 'https://www.nsf.gov/pubs/2020/nsf20582/nsf20582.htm', 'https://www.nsf.gov/pubs/2018/nsf18500/nsf18500.htm', 'https://www.nsf.gov/pubs/2005/nsf05616/nsf05616.htm', 'https://www.nsf.gov/pubs/2017/nsf17580/nsf17580.htm', 'https://www.nsf.gov/pubs/2020/nsf20588/nsf20588.htm', 'https://www.nsf.gov/pubs/2005/nsf05522/nsf05522.htm', 'https://www.nsf.gov/pubs/2004/nsf04503/nsf04503.htm']",,,,,,,"['nsf16596', 'nsf15608', 'nsf14591', 'nsf20582', 'nsf18500', 'nsf05616', 'nsf17580', 'nsf20588', 'nsf05522', 'nsf04503']","[0.8660167455673218, 0.8585176467895508, 0.8583452105522156, 0.8547642827033997, 0.8547642827033997, 0.8525869846343994, 0.8509182929992676, 0.8479582667350769, 0.8458572030067444, 0.8458572030067444]"
63,"Gumina, Sharon",Instructor,Faculty,"['Innovation Center 550 Assembly Street , Suite 1300 Office 1317 Columbia , SC 29208Over 30 years experience as a developer , analyst , and educator in Information Technology . Cisco Academy Instructor in Cyber Security Operations and Routing and Switching CCNA 1 through CCNA 3 , version 7 . Developer using various tools including SQL Developer for Oracle and Visual Studio . Palo Alto Networks Authorized Cybersecurity Academy Instructor .']","['https://www.nsf.gov/pubs/2018/nsf18528/nsf18528.htm', 'https://www.nsf.gov/pubs/2012/nsf12503/nsf12503.htm', 'https://www.nsf.gov/pubs/2018/nsf18567/nsf18567.htm', 'https://www.nsf.gov/pubs/2003/nsf03607/nsf03607.htm', 'https://www.nsf.gov/pubs/2014/nsf14521/nsf14521.htm', 'https://www.nsf.gov/pubs/2019/nsf19572/nsf19572.htm', 'https://www.nsf.gov/pubs/2020/nsf20591/nsf20591.htm', 'https://www.nsf.gov/pubs/2019/nsf19589/nsf19589.htm', 'https://www.nsf.gov/pubs/2012/nsf12520/nsf12520.htm', 'https://www.nsf.gov/pubs/2013/nsf13502/nsf13502.htm']",,,,,,,"['nsf18528', 'nsf12503', 'nsf18567', 'nsf03607', 'nsf14521', 'nsf19572', 'nsf20591', 'nsf19589', 'nsf12520', 'nsf13502']","[0.8483676910400391, 0.8379814624786377, 0.833393931388855, 0.8333756923675537, 0.8328890800476074, 0.830254852771759, 0.8279983997344971, 0.8236936330795288, 0.8234909772872925, 0.8234909772872925]"
64,"Gürdal, Zafer ",Professor of Mechanical Engineering,Faculty,['Structural and Multidisciplinary Design …'],"['https://www.nsf.gov/pubs/2007/nsf07598/nsf07598.htm', 'https://www.nsf.gov/pubs/2006/nsf06587/nsf06587.htm', 'https://www.nsf.gov/pubs/2008/nsf08508/nsf08508.htm', 'https://www.nsf.gov/pubs/2009/nsf09610/nsf09610.htm', 'https://www.nsf.gov/pubs/2005/nsf05520/nsf05520.htm', 'https://www.nsf.gov/pubs/2006/nsf06509/nsf06509.htm', 'https://www.nsf.gov/pubs/2004/nsf04522/nsf04522.htm', 'https://www.nsf.gov/pubs/2010/nsf10612/nsf10612.htm', 'https://www.nsf.gov/pubs/2005/nsf05620/nsf05620.htm', 'https://www.nsf.gov/pubs/2015/nsf15524/nsf15524.htm']",Zafer Gurdal,"McNAIR Center, University of South Carolina",PwmXgWoAAAAJ,15497,https://scholar.google.com/citations?view_op=medium_photo&user=PwmXgWoAAAAJ,@cec.sc.edu,"['nsf07598', 'nsf06587', 'nsf08508', 'nsf09610', 'nsf05520', 'nsf06509', 'nsf04522', 'nsf10612', 'nsf05620', 'nsf15524']","[0.821905791759491, 0.821905791759491, 0.8187742233276367, 0.8171771764755249, 0.8116679787635803, 0.8106566667556763, 0.8100109100341797, 0.8059737086296082, 0.8059675693511963, 0.8043208718299866]"
65,"Haj-Hariri, Hossein ",Dean,Faculty,"['fluid mechanics, thermal management, applied mathematics']","['https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm', 'https://www.nsf.gov/pubs/2009/nsf09610/nsf09610.htm', 'https://www.nsf.gov/pubs/2008/nsf08513/nsf08513.htm', 'https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm', 'https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm', 'https://www.nsf.gov/pubs/2018/nsf18521/nsf18521.htm', 'https://www.nsf.gov/pubs/2019/nsf19525/nsf19525.htm', 'https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm', 'https://www.nsf.gov/pubs/2010/nsf10612/nsf10612.htm', 'https://www.nsf.gov/pubs/2020/nsf20511/nsf20511.htm']",Hossein Haj-Hariri,"Dean of Engineering and Computing, University of South Carolina",9lKid0sAAAAJ,1856,https://scholar.google.com/citations?view_op=medium_photo&user=9lKid0sAAAAJ,@sc.edu,"['nsf16518', 'nsf09610', 'nsf08513', 'nsf20500', 'nsf19509', 'nsf18521', 'nsf19525', 'nsf06545', 'nsf10612', 'nsf20511']","[0.800533652305603, 0.7835410833358765, 0.7786878943443298, 0.7760465145111084, 0.774596095085144, 0.7743275165557861, 0.7737247943878174, 0.7731783390045166, 0.7709645628929138, 0.7699741721153259]"
66,"Harik, Ramy","Associate Professor, Mechanical Engineering",Faculty,"['Dr . Harik , a Fulbright Scholar , is a faculty member in the Department of Mechanical Engineering at the University of South Carolina and a resident researcher at the McNAIR Center for Aerospace Innovation and Research . He is currently a visiting Research Scientist at NASA Langley , conducting research in Automated Fiber Placement . His education joins Mechanical Engineering Masters of Science , Automated Manufacturing Engineering Technology Masters of Science and Industrial Mechanical Engineering Doctor of Philosophy . He mainly teaches courses in Computer Aided Design CAD , Manufacturing and Computer Aided Manufacturing CAM . Dr Harik is an Associate Editor of the Computer Aided Design Applications international journal . He has more than 3 million USD in funding from Boeing , NASA , SC Department of Commerce , Fokker Aerostructures , Dassault Aviation funded as a student and several other agencies . He is the recipient of the 2016 Outstanding Young Educator Award from Pi Tau Sigma Honor Society at the University of South Carolina . Dr . Harik is the chair of ACE 15 , ACE 16 and ACE 17 Technical Symposiums South Carolina Aerospace Conference and Exhibition and was the chair of the PLM 16 International Conference held in Columbia , South Carolina . Dr . Harik s textbook for Manufacturing Education featuring both traditional and emergent manufacturing topics .']","['https://www.nsf.gov/pubs/2020/nsf20552/nsf20552.htm', 'https://www.nsf.gov/pubs/2017/nsf17568/nsf17568.htm', 'https://www.nsf.gov/pubs/2020/nsf20510/nsf20510.htm', 'https://www.nsf.gov/pubs/2018/nsf18571/nsf18571.htm', 'https://www.nsf.gov/pubs/2010/nsf10618/nsf10618.htm', 'https://www.nsf.gov/pubs/2016/nsf16513/nsf16513.htm', 'https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm', 'https://www.nsf.gov/pubs/2015/nsf15507/nsf15507.htm', 'https://www.nsf.gov/pubs/2012/nsf12544/nsf12544.htm', 'https://www.nsf.gov/pubs/2014/nsf14544/nsf14544.htm']",,,,,,,"['nsf20552', 'nsf17568', 'nsf20510', 'nsf18571', 'nsf10618', 'nsf16513', 'nsf21598', 'nsf15507', 'nsf12544', 'nsf14544']","[0.8735963106155396, 0.8368237018585205, 0.8273009061813354, 0.8208127021789551, 0.8166557550430298, 0.816628098487854, 0.8134057521820068, 0.8103909492492676, 0.8088514804840088, 0.804210901260376]"
67,"Henrich, Silke","Undergraduate Director, Biomedical Engineering",Faculty,['Biomedical Engineering1200 Catawba StRoom 202'],"['https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm', 'https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm', 'https://www.nsf.gov/pubs/2018/nsf18514/nsf18514.htm', 'https://www.nsf.gov/pubs/2003/nsf03525/nsf03525.htm', 'https://www.nsf.gov/pubs/2015/nsf15506/nsf15506.htm', 'https://www.nsf.gov/pubs/2017/nsf17578/nsf17578.htm', 'https://www.nsf.gov/pubs/2004/nsf04570/nsf04570.htm']",,,,,,,"['nsf06566', 'nsf03560', 'nsf05611', 'nsf20500', 'nsf19509', 'nsf18514', 'nsf03525', 'nsf15506', 'nsf17578', 'nsf04570']","[0.7993514537811279, 0.7984091639518738, 0.7789068222045898, 0.7641968727111816, 0.7619451284408569, 0.7476142048835754, 0.7465845942497253, 0.7420657873153687, 0.7364273071289062, 0.7358499765396118]"
68,"Heyden, Andreas","Director of Graduate Studies, Chemical Engineering",Faculty,"['Computational Catalysis, Multiscale Modeling, Biomass Catalysis, Electro-Catalysis, Uncertainty Quantification']","['https://www.nsf.gov/pubs/2008/nsf08599/nsf08599.htm', 'https://www.nsf.gov/pubs/2020/nsf20577/nsf20577.htm', 'https://www.nsf.gov/pubs/2019/nsf19577/nsf19577.htm', 'https://www.nsf.gov/pubs/2018/nsf18561/nsf18561.htm', 'https://www.nsf.gov/pubs/2017/nsf17589/nsf17589.htm', 'https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm', 'https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm', 'https://www.nsf.gov/pubs/2020/nsf20501/nsf20501.htm', 'https://www.nsf.gov/pubs/2013/nsf13510/nsf13510.htm', 'https://www.nsf.gov/pubs/2018/nsf18521/nsf18521.htm']",Andreas Heyden,"Professor of Chemical Engineering, University of South Carolina",DpefkU4AAAAJ,7417,https://scholar.google.com/citations?view_op=medium_photo&user=DpefkU4AAAAJ,@cec.sc.edu,"['nsf08599', 'nsf20577', 'nsf19577', 'nsf18561', 'nsf17589', 'nsf16518', 'nsf17517', 'nsf20501', 'nsf13510', 'nsf18521']","[0.8160261511802673, 0.8102434873580933, 0.8102434873580933, 0.8049275279045105, 0.8027043342590332, 0.799567699432373, 0.7980842590332031, 0.796496570110321, 0.7960793972015381, 0.7948769927024841]"
69,"Hikmet, Neset",Professor,Faculty,"['Health Information Technology, Health Informatics, Information Systems']","['https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2013/nsf13580/nsf13580.htm', 'https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm', 'https://www.nsf.gov/pubs/2015/nsf15574/nsf15574.htm', 'https://www.nsf.gov/pubs/2014/nsf14596/nsf14596.htm', 'https://www.nsf.gov/pubs/2018/nsf18570/nsf18570.htm', 'https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.htm', 'https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2012/nsf12598/nsf12598.htm', 'https://www.nsf.gov/pubs/2012/nsf12512/nsf12512.htm']","Neset Hikmet, Ph.D.","College of Engineering and Computing, University of South Carolina",3DwchWAAAAAJ,2362,https://scholar.google.com/citations?view_op=medium_photo&user=3DwchWAAAAAJ,@cec.sc.edu,"['nsf16573', 'nsf13580', 'nsf17572', 'nsf15574', 'nsf14596', 'nsf18570', 'nsf16581', 'nsf02189', 'nsf12598', 'nsf12512']","[0.8596690893173218, 0.8496202826499939, 0.8490521907806396, 0.8490521907806396, 0.8490521907806396, 0.8490521907806396, 0.8490521907806396, 0.8423572778701782, 0.8361078500747681, 0.8324533700942993]"
